Term	Overlap	P.value	Adjusted.P.value	Gene_count	Gene_ratio	Genes
Primary malignant neoplasm of lung	177/2268	7.50578192056158e-08	2.68312749665328e-06	177	0.078042328042328	ALDH1L1;VIPR1;HHIP;CD80;SERPINE1;AQP9;CLDN2;CXCL14;ZFP36;DACH1;EDNRB;ADORA3;MYC;LEPR;VSIG4;IL13RA2;PRIMA1;SEMA6A;IGFBP3;HGF;KRT7;LDOC1;TIMD4;GEM;AR;SFRP1;FOLH1;FEZ1;AGTR1;MT1G;CYP2E1;SLC27A2;ATF3;S100A8;EPHA3;CFTR;EPHA2;TSPYL5;ABCG2;CD274;CSF1R;CHRNA4;SHMT1;ABCB4;TGFA;GATA3;GLYAT;VTCN1;CYP2C19;CYP2C18;SAMSN1;FBLN5;SOCS2;SOCS3;CD79A;CYP2B6;KLRK1;TBXA2R;EPB41L3;HMOX1;IGFBP6;TRPM8;PROM1;EGR1;NAPSA;GADD45B;FOXF1;EPHX2;TFPI2;IGF2;IGF1;MCC;ESR1;BMP6;TNFRSF10D;GADD45G;FOSL1;NR4A2;CYP2C9;NR4A1;IL6;GJB2;CXCL12;NAT1;NAT2;ID1;CYP1A2;CYP1A1;SNAI1;FAT4;IL7R;FGFR2;ITK;CXCL6;TREH;TAT;IL24;OXT;SLC2A3;CXCL1;AREG;RND3;SERPINA4;CYR61;TMEM100;THBD;DACT3;CD33;MBL2;DUSP2;MMP7;PTGIS;MMP2;SFTPD;IL18;PLA2G4A;AMPD1;NRG1;IRAK3;SSTR1;PDCD1LG2;F3;ALDH1A3;CYP2A6;ZEB2;GPRC5A;IL1B;RARB;LCP2;TLR4;ANGPTL1;ITGA9;ENG;RBMS3;ITIH5;CRP;BCL2A1;ADH1C;HPGD;GSTP1;PTGER2;NR1I2;PTN;CXCR6;PTGS2;CYP3A4;THBS1;IL1RL1;SULT1E1;RAB25;CCL5;ABI3BP;CCL4;CCL2;NCAM1;CCL19;XDH;NTRK2;IL33;CCL21;LUM;TRAT1;PLA2G2A;B3GAT1;LILRB1;KLF4;PTPN13;GRHL2;KLK11;SULF2;KRT19;AXL;FAS;SPRY2;SLC28A1;KLKB1;IL18R1
Carcinoma of lung	190/2476	7.67382499383303e-08	2.72941373398744e-06	190	0.0767366720516963	ALDH1L1;VIPR1;HHIP;CD80;SERPINE1;AQP9;CLDN2;CXCL14;ZFP36;DACH1;EDNRB;ADORA3;MYC;LEPR;VSIG4;IL13RA2;RAG1;PRIMA1;SEMA6A;SEMA6D;IGFBP3;HGF;KRT7;LDOC1;TIMD4;GEM;AR;SFRP1;FOLH1;FEZ1;AGTR1;MT1G;CYP2E1;LPA;SLC27A2;MXRA5;ATF3;S100A8;EPHA3;CFTR;EPHA2;TSPYL5;ABCG2;CD274;CSF1R;CHRNA4;SHMT1;ABCB4;TGFA;GATA3;GLYAT;VTCN1;CYP2C19;CYP2C18;SAMSN1;FBLN5;SOCS2;SOCS3;CD79A;CYP2B6;KLRK1;TBXA2R;EPB41L3;S100A12;HMOX1;IGFBP6;TRPM8;PROM1;EGR1;TMEM132C;NAPSA;GADD45B;FOXF1;EPHX2;TFPI2;IGF2;IGF1;MCC;ESR1;BMP6;TNFRSF10D;GADD45G;FOSL1;NR4A2;CYP2C9;CYP26A1;NR4A1;IL6;GJB2;CXCL12;NR4A3;NAT1;NAT2;ID1;CYP1A2;CYP1A1;SNAI1;FAT4;IL7R;FGFR2;ITK;CXCL6;TREH;TAT;IL24;OXT;SLC2A3;CXCL1;AREG;RND3;ADRA1A;SERPINA4;CYR61;TMEM100;THBD;DACT3;CD33;MBL2;DUSP2;MMP7;PTGIS;MMP2;SFTPD;IL18;PLA2G4A;AMPD1;NRG1;IRAK3;SSTR1;PDCD1LG2;F3;ADRA2B;ALDH1A3;CYP2A6;ZEB2;GPRC5A;IL1B;RARB;LCP2;TLR4;ANGPTL1;ITGA9;ENG;RBMS3;ITIH5;CRP;BCL2A1;ADH1C;HPGD;GSTP1;PTGER2;NR1I2;KCNA3;PTN;CXCR6;PTGS2;CYP3A4;THBS1;PTGS1;IL1RL1;SULT1E1;RAB25;CCL5;ABI3BP;CCL4;CCL2;NCAM1;CCL19;XDH;NTRK2;IL33;GALNT3;CCL21;LUM;TRAT1;PLA2G2A;B3GAT1;LILRB1;KLF4;PTPN13;GRHL2;KLK11;SULF2;KRT19;AXL;FAS;SPRY2;SLC28A1;KLKB1;IL18R1
Prostatic Hyperplasia	19/85	8.03621170601697e-08	2.84401532275941e-06	19	0.223529411764706	EGR1;SRD5A2;IGFBP3;MMP2;IGF2;TMPRSS2;IGF1;ADRA1A;ESR1;KLK11;AKAP12;AR;FOLH1;MT1A;LEPR;RARB;CCL2;ATF3;FGFR2
Adrenoleukodystrophy	26/149	8.12258173759252e-08	2.86028027555621e-06	26	0.174496644295302	ADH1C;GSTP1;SERPINE1;CD1D;CD1C;HSD11B1;SOCS3;CYP2B6;NTF3;HMOX1;CCL2;CD14;ACAA1;SNCA;GADD45B;IGF1;TM6SF2;IL6;IL1B;FAS;CYP2E1;SLC27A2;HAMP;TLR4;CFTR;ABCG2
Progressive cGVHD	28/169	8.20385776161546e-08	2.87459926914427e-06	28	0.165680473372781	CRP;CDA;ITIH4;TGFA;HBB;PTGS2;AREG;FCGR3A;FCGR3B;MYC;HSD17B2;CCL4;CD38;CCL2;CCL19;PROM1;EPHB1;HGF;IL18;ESR1;SELE;AR;CH25H;IL6;CYP2A6;PTPRC;MMRN1;MS4A1
Renal Cell Carcinoma	117/1348	8.74820301029193e-08	3.05023551265253e-06	117	0.0867952522255193	EPO;CD80;SERPINE1;DEFB1;SPINT2;GBA3;SLC4A4;NR3C2;DACH1;EDNRB;MYC;DPF3;PRSS8;IL13RA2;SLC16A4;EOMES;SDS;SEMA6A;IGFBP3;HGF;KRT7;AR;TIAM1;SFRP1;MT1A;SFRP5;RBP1;AGTR1;MT1G;MT1H;PVALB;EPHA3;EPHA2;ABCG2;CD274;CSF1R;HEPACAM;TGFA;TNFRSF11B;GATA3;CD1D;VTCN1;SOCS3;HMOX1;CD14;IGFBP6;KLRC1;PRODH;PROM1;EGR1;IGF2;IGF1;PPBP;ESR1;SELE;BMP6;FOSL1;NR4A1;IL6;CXCL12;NAT2;CYP1A1;SNAI1;FGFR2;ITK;COL14A1;LRRK2;TAT;IL24;CD3E;CYR61;VMO1;FCGR3A;FCGR3B;CA2;CD38;PHGDH;HGFAC;MMP7;MME;MMP2;IL18;FAAH2;AMPD1;DCN;TGFBR3;ZEB2;IL1B;IRF8;RARB;ANGPTL4;ENG;RBMS3;CRP;GSTP1;NR1I2;CXCR6;PTGS2;THBS1;PTGS1;WNT11;SULT1E1;CCL2;BCHE;GALNT3;B3GAT1;GZMB;LILRB1;KLF4;KLK11;SULF2;KRT19;AXL;SARDH;FAS;TEK;F2RL2
Arthritis, Psoriatic	31/201	9.20382640467771e-08	3.19336682805435e-06	31	0.154228855721393	CRP;CD80;SERPINE1;CXCL1;PTPN22;PTGS2;CYP2C19;AREG;PTGS1;FCGR3A;KLRK1;CCL5;S100A12;MBL2;IL33;SDS;CCL21;MMP2;KRT7;PLA2G4A;LILRB2;ESR1;GEM;NR4A2;GJB2;SELL;IL1B;CYP1A1;TEK;CFTR;S100A8
Senile Plaques	40/301	9.28584860584951e-08	3.2061090942538e-06	40	0.132890365448505	CRP;CDA;CETP;HSPB6;CHRNA4;TREH;SERPINE1;PZP;PTGS2;PTGS1;HSD11B1;CYP2B6;RELN;TDO2;CCL5;HMOX1;CCL2;PTGDS;CD33;SNCA;EGR1;BCHE;SDS;SEMA6A;MME;MMP2;SH2D1A;IGF2;BGN;IGF1;DCN;OLFM1;RCAN1;IL6;PTPRC;IL1B;TLR4;S100A8;ENG;ABCG2
Dermatitis, Atopic	55/484	9.58273592641109e-08	3.29255363529795e-06	55	0.113636363636364	ITK;CLEC10A;DEFB1;CXCL1;OXT;CXCL2;CA2;KYNU;FCER1A;IL13RA2;PTGDS;MBL2;IL18;TIMD4;FOS;IL1B;HCLS1;CD48;TLR4;S100A8;BCL2A1;CHRNA4;GSTP1;NR1I2;GATA3;CD1D;GLYAT;PTGS2;CD1C;SOCS3;IL1RL1;TBXA2R;CCL5;CCL3;HMOX1;CCL2;CD14;NGFR;IL33;CCL23;TSLP;TRPV3;SELE;SELP;MARCO;IL6;VNN1;VNN3;NAT2;IL2RB;CYP1A1;SARDH;FOSB;SIGLEC7;IL18R1
Lip and Oral Cavity Carcinoma	54/473	1.07635778851835e-07	3.66427741227359e-06	54	0.114164904862579	SERPINE1;FHL1;DACH1;EDNRB;MYC;LEPR;PHLDA1;SEMA6A;MMP7;HGF;MMP2;IL18;ANXA10;F3;DCN;AR;ZEB2;CYP2A6;MMRN1;IL1B;ANGPTL3;RARB;CYP2E1;RBMS3;CRP;NNMT;ADH1C;GSTP1;TGFA;PTGS2;PTGS1;CYP2B6;RAB25;CCL5;CCL4;HMOX1;CCL2;PROM1;FILIP1L;CCR1;IGF2;LILRB1;IGF1;KLF4;GRHL2;TNFRSF10D;BMP5;IL6;CXCL12;NAT1;NAT2;CYP1A1;CNTN4;APOBEC3A
Juvenile psoriatic arthritis	27/161	1.07681506322818e-07	3.66427741227359e-06	27	0.167701863354037	CTTNBP2;LRRK2;ANKRD55;AQP9;CXCL1;SLC2A3;AREG;THBS1;MS4A4A;LILRA5;RASGEF1B;STAB1;PGM5;CD14;WASF3;EGR1;DUSP2;IGF2;NRG1;FOS;KLF4;NR4A2;NR4A3;CD8B;MAFF;FOSB;APOBEC3A
Neoplasms	109/1236	1.13261455171183e-07	3.8082991938561e-06	109	0.0881877022653722	ALDH1L1;EPO;MT1L;CD80;MT1M;PRF1;MT1X;IKZF1;CXCL14;ZFP36;MYC;PRSS8;PTGDS;SLC16A4;SH3GL2;PDGFRA;LAG3;SDS;SEMA6A;IGFBP3;HGF;SIGIRR;AR;MT1A;FOLH1;CRISPLD2;MT1F;MT1G;MT1H;CD226;MT1B;CFTR;EPHA2;TSPYL5;CD274;CSF1R;ENDOD1;DTX1;VTCN1;PCDH18;SOCS3;KLRK1;MT1JP;SLAMF7;HMOX1;PROM1;FGF23;CYP2J2;IGF2;PRG4;IGF1;ESR1;NR4A1;IL6;CXCL12;NAT1;ID1;CYP1A1;APOBEC3A;FGFR2;ITK;TAT;IL24;TCF21;THBD;FCGR3A;FCGR3B;CD38;CD33;NKX3-1;DACT1;MMP7;IL18;NRG1;PDCD1LG2;F3;AJAP1;HCK;F8;ZEB2;AIM2;MMRN1;IRF4;IL1B;IRF8;RARB;MS4A1;FBP1;TLR4;UGT2B7;ANGPTL1;RBMS3;PTN;PTGS2;THBS1;CCL5;CCL2;FYN;NCAM1;SNCA;IL33;TRAT1;LILRB1;KLF4;GRHL2;DHODH;AXL;SARDH;FAS
Lymphoma, Diffuse	15/55	1.13527992357112e-07	3.8082991938561e-06	15	0.272727272727273	MT1L;SHMT1;MT1M;PRF1;MT1X;BHMT;MT1A;MT1JP;MYC;MT1F;MT1G;SPRY2;MT1H;CYP2E1;MT1B
Atherogenesis	15/55	1.13527992357112e-07	3.8082991938561e-06	15	0.272727272727273	CRP;CETP;SERPINE1;PLA2G2A;IGF2;APOA4;PTGS2;ESR1;SOCS3;IL6;CCL4;CCL3;CCL2;LPA;TLR4
Vascular inflammations	25/142	1.200635520282e-07	4.00853689271508e-06	25	0.176056338028169	CRP;PTGS2;NR3C2;THBD;ZFP36;BMPER;RGS1;TBXA2R;HMOX1;S100A12;CCL2;CCL19;TSLP;EPHX2;MMP2;GZMB;KLF4;F3;NR4A1;IL6;TEK;TLR4;S100A8;ENG;RBMS3
Malnutrition	33/225	1.21766020820413e-07	4.04629058857691e-06	33	0.146666666666667	CRP;CDA;FCN2;ABCB4;SERPINE1;HBB;SGMS2;PLAC8;GHR;RGS2;ZFP36;CYP2B6;ADAMTS13;CA2;LEPR;HMOX1;WASF3;MBL2;NTRK2;GCH1;CCL21;IGFBP3;F11;IL18;IGF1;IL6;CXCL12;IL1B;SAA1;FAS;IGFALS;LPA;CFTR
Precursor Cell Lymphoblastic Leukemia Lymphoma	65/618	1.2381063132289e-07	4.09500770328699e-06	65	0.105177993527508	EPO;CD80;TAT;SERPINE1;IL24;PRF1;IKZF1;MYC;LEPR;CD38;PHGDH;CD33;MBL2;NKX3-1;RAG1;PDGFRA;MME;MMP2;KRT7;CYBB;CBFA2T3;GEM;HCK;ZEB2;CEACAM6;CD8A;IL1B;CYP2E1;MS4A1;ATF3;EPHA3;ABCG2;COLEC10;CLEC12A;GSTP1;NR1I3;PDE1A;GATA3;CD1D;SOCS3;CD79A;KLRK1;HMOX1;CCL2;NCAM1;CD14;B3GAT1;IGF2;GZMB;IGF1;PBX1;BMP6;BHMT;CYP2C8;PTPRC;CXCL12;NAT2;CYP1A2;CYP1A1;HLA-DPB1;ID4;FAS;FCGR2B;IL7R;IL18R1
Hepatocarcinogenesis	58/527	1.29980695460968e-07	4.25002639946549e-06	58	0.110056925996205	DIRAS3;ITK;SERPINE1;LECT2;FHL2;WFDC1;GPT;AREG;CYR61;AKAP12;MYC;OIT3;DACT1;PDGFRA;SEMA6A;IGFBP3;HGF;FOS;DCN;AR;ZEB2;SFRP1;SFRP5;IL1B;CYP2E1;TLR4;S100A8;RBMS3;HPGD;ABCB4;GSTP1;NR1I3;NR1I2;TGFA;PTGS2;CYP3A4;SOCS3;CYP2B6;WNT11;CCL4;PROM1;HAO2;EGR1;IGF2;IGF1;PTPN13;ESR1;GNMT;SULF2;NR4A1;BHMT;IL6;NAT2;CYP1A2;CYP1A1;FOSB;SPRY2;SHBG
Biliary Atresia	21/105	1.30528995054356e-07	4.25002639946549e-06	21	0.2	IL33;MMP7;IGFBP3;MMP2;PRF1;IGF1;SELE;GHR;IL6;FCGR3A;CYP2B6;FCGR3B;SULT1E1;CYP1A2;CCL2;NCAM1;CD14;TEK;HAMP;HGFAC;CBR4
Meningioma	51/438	1.30873225613243e-07	4.25002639946549e-06	51	0.116438356164384	EPO;TAT;SERPINE1;DEFB1;FCGR3A;FCGR3B;EDNRB;MYC;LEPR;PTGDS;CD33;PDGFRA;HGF;MMP2;FOS;F3;AR;SFRP1;CD8A;TLR4;ENG;RBMS3;CD274;GSTP1;TGFA;PRELP;PTN;CXCR6;PTGS2;THBS1;PTGS1;EPB41L3;CCL2;IGFBP6;XDH;CD163;TFPI2;PLA2G2A;IGF2;IGF1;KLF4;ESR1;GJB2;IL6;PTPRC;CXCL12;TPPP2;NAT2;ALPL;CD69;IL18R1
Hepatitis, Chronic	29/183	1.30899372009533e-07	4.25002639946549e-06	29	0.158469945355191	VIPR1;EPO;TGFA;HBB;GPT;CYP2C19;CYP3A4;PTGS2;AREG;SOCS3;FCGR3A;FCGR3B;MYC;CCL2;NCAM1;CR1;TSLP;HGF;MMP2;IGF2;IL18;KRT7;GNMT;IL6;KRT19;MT1A;MMRN1;IL1B;FAS
Upper Respiratory Infections	11/29	1.32129124610834e-07	4.26168607782188e-06	11	0.379310344827586	CRP;IL6;IL1B;LEPR;HMOX1;DEFB1;CD14;TRPM8;SIGLEC1;CYP2C19;FBLN5
Mammary Neoplasms, Human	54/476	1.32462692444308e-07	4.26168607782188e-06	54	0.113445378151261	CDA;IL24;FHL2;AREG;CXCL2;AKAP12;RGS2;EDNRB;ADAMTS1;LEPR;COTL1;RSPO3;PHGDH;MME;MMP2;PLA2G4A;NRG1;FOS;F3;AR;ZEB2;SFRP1;NCOR1;SFRP5;IL1B;RARB;ANGPTL4;ABCG2;CSF1R;BCL2A1;SHMT1;GSTP1;PTGS2;CYP3A4;THBS1;PTGS1;EPB41L3;HMOX1;BCHE;TFPI2;PDE2A;GZMB;IGF1;ESR1;IL6;RALYL;CXCL12;NAT2;CYP1A1;SNAI1;LGR6;SLC28A1;APOBEC3A;FGFR2
Leprosy	25/143	1.38260822773814e-07	4.42573916767082e-06	25	0.174825174825175	FCN2;FCN3;LRRK2;NR1I2;DEFB1;GATA3;CFP;IL1RL1;IL18RAP;CCL4;CCL3;CCL2;CD14;MBL2;CD163;PACRG;GEM;IL6;IL1B;MASP2;CYP2E1;HAMP;TLR4;IL18R1;SIGLEC5
Primary biliary cirrhosis	42/329	1.38812389830874e-07	4.42573916767082e-06	42	0.127659574468085	HHIP;ABCB4;NR1I3;CD80;SLC22A1;NR1I2;PRF1;AQP4;DEFB1;CD1D;VTCN1;CD1C;PTGS2;CYP3A4;IGHG3;CD79A;CCL5;HMOX1;MBL2;SLC10A1;HGF;MMP2;B3GAT1;IL18;KRT7;PDCD1LG2;FOSL1;ACE2;BHMT;IL6;IL1B;POU2AF1;HLA-DPB1;FAS;LPA;IL7R;HAMP;TLR4;MS4A1;CFTR;IL18R1;ABCG2
Non-Small Cell Lung Carcinoma	174/2243	1.49346903832868e-07	4.74025733331408e-06	174	0.0775746767721801	CDA;GALNT14;EPO;GPR65;MT1L;CD80;MT1M;SERPINE1;MT1X;AQP4;CLDN2;CXCL14;DACH1;EDNRB;MYC;LEPR;COTL1;PRSS8;VSIG4;SH3GL2;PRIMA1;PDGFRA;LAG3;SEMA6A;IGFBP3;HGF;KRT7;TIMD4;EREG;AR;SFRP1;MT1A;FOLH1;SFRP5;RBP1;MT1F;MT1G;MT1H;CYP2E1;MT1B;MXRA5;ATF3;CFTR;EPHA2;ABCG2;CD274;HEPACAM;CHRNA4;SLC22A1;TGFA;TNFRSF11B;GATA3;VTCN1;CYP2C19;SOCS3;CYP2B6;KLRK1;EFNB3;MT1JP;EPB41L3;SLCO1B3;S100A12;HMOX1;ARSF;CD14;IGFBP6;PRODH;PROM1;GRIA3;CCR1;FZD1;EGR1;NFE2;EGR3;TGFB3;TFPI2;IGF2;IGF1;MCC;ESR1;SELE;PBX1;BMP6;TNFRSF10D;FOSL1;IL6;GJB2;CXCL12;NR4A3;NAT2;LHX2;ID1;CYP1A1;SNAI1;ITGBL1;FGFR2;ITK;SIGLEC9;TAT;IL24;TCF21;SLC2A3;CXCL1;AREG;RND3;THBD;FCGR3A;FCGR3B;ADAMTS1;PHGDH;CD33;PRKG1;MBL2;MMP7;PTGIS;MME;MMP2;SFTPD;PLA2G4A;NRG1;FOS;PDCD1LG2;F3;DCN;TGFBR3;ALDH1A3;CYP2A6;ZEB2;GPRC5A;AIM2;IRF4;IL1B;RARB;MS4A1;FBP1;TLR4;RBMS3;ITIH5;CRP;BCL2A1;HPGD;GSTP1;PTGER2;ADH1A;PTN;CXCR6;PTGS2;CYP3A4;THBS1;PTGS1;IGKC;CCL5;CCL2;NCAM1;CCL19;SNCA;NTRK2;CCL21;TRAT1;PLA2G2A;LILRB1;LILRB2;KLF4;PTPN13;KLK11;SULF2;KRT19;TPPP2;AXL;FOSB;FAS;SPRY2;TEK;SLC28A1
Colitis	64/608	1.50516404067554e-07	4.75604958924174e-06	64	0.105263157894737	EPO;LRRK2;SERPINE1;LRRC4;DEFB1;PTPN22;CLDN2;AREG;PROK2;RSPO3;IL13RA2;PTGDS;RAG1;DUSP2;SEMA6A;MMP7;HGF;GLP2R;IL18;CYBB;PLA2G4A;APOA4;F3;CBFA2T3;EREG;SFRP1;FNDC4;NRG4;CEACAM6;IRF4;IL1B;TFF1;TLR4;CFTR;CSF1R;NR1I2;NPR3;NLRC4;CD1D;PTGS2;SOCS3;IL1RL1;HMOX1;S100A12;CCL2;TRPM8;CCR1;NTRK2;IL33;TSLP;TFPI2;IGF1;SELE;BMP6;SELP;NR4A1;IL6;PTPRC;VNN1;SELL;CYP1A1;FAS;TEK;HAMP
Congestive heart failure	84/884	1.6633616731567e-07	5.23256618782363e-06	84	0.0950226244343891	EPO;SERPINE1;GPT;DBH;RND3;CXCL2;SLC8A1;NR3C2;EDNRB;CPT2;ADAMTSL2;VSIG4;SDS;SEMA6A;MME;MMP2;HGF;IL18;CYBB;AMPD1;NRG1;ANK2;LIFR;ABCC9;FOS;HBA1;DCN;ACE2;MMRN1;HAND2;IL1B;AGTR1;CYP2E1;ZFPM2;LPA;TLR4;ATF3;EPHA3;ENG;ABCG2;CRP;SLC24A3;CHRNA4;HDC;NR1I2;KCNA3;TNFRSF11B;ADRB1;PTN;PTGS2;THBS1;FBLN5;PTGS1;PKHD1;CYP2B6;PRKAR2B;CCL2;HMOX1;NCAM1;CD14;CCL19;PCK1;XDH;CYP2J2;NGFR;EGR1;CCL21;AGXT2;LUM;EPHX2;IGF2;LILRB1;IGF1;ESR1;FOSL1;SELP;NR4A1;IL6;EHD3;CXCL12;TRPV6;AXL;CD69;HAMP
polyps	38/285	1.77640745047866e-07	5.5634566081805e-06	38	0.133333333333333	ADH1C;HPGD;SLC22A1;DTX1;CXCR6;PTGS2;ADRA1A;THBS1;SOCS2;DNMT3L;HMOX1;PTGDS;WNT2;EGR1;PDGFRA;MMP7;PTGIS;HGD;IGFBP3;MMP2;GLP2R;PLA2G2A;SMAD9;ANXA10;IGF1;ESR1;ADRA2B;IL6;NAT1;NAT2;IL1B;CYP1A2;SNAI1;TFF2;TFF1;ASPA;CFTR;ENG
Lobar Pneumonia	18/81	1.93166453910877e-07	6.0103061679399e-06	18	0.222222222222222	CRP;CCR1;IL33;SERPINE1;IL18;CXCL1;IRAK3;PPBP;IL6;IL1B;CCL5;CCL4;IL2RB;HMOX1;CCL2;CCL19;TLR4;MBL2
Myocarditis	23/126	1.93606923748276e-07	6.0103061679399e-06	23	0.182539682539683	CRP;CD274;KLRB1;MMP2;NR1I2;PRF1;GZMB;TNFRSF11B;PTGS2;F3;CYR61;ACE2;IL6;KLRK1;PTPRC;IL1B;HMOX1;CCL2;NCAM1;CD69;TLR4;S100A8;RAG1
ST segment elevation myocardial infarction	11/30	1.98602280638785e-07	6.13845826358655e-06	11	0.366666666666667	MFAP4;CA2;VNN3;SERPINE1;IL18;AGTR1;ADRB1;IRAK3;CYP2C19;PROM1;THBS1
Nasal Polyps	32/219	2.05624398329804e-07	6.32786735381891e-06	32	0.146118721461187	PTGER2;DEFB1;GATA3;CD1C;PTGS2;PTGS1;SOCS3;THBD;CCL5;LEPR;CCL3;CCL2;PTGDS;RAG1;IL33;CD163;TSLP;MMP2;PLA2G2A;TRPV3;FOS;SELE;SELP;IL6;PTPRC;IL1B;CD207;FOSB;CD69;TLR4;CFTR;S100A8
Pulmonary Fibrosis	50/432	2.09128942900716e-07	6.40154687218986e-06	50	0.115740740740741	SERPINE1;PTPN22;CSAD;AREG;CXCL2;PDGFRA;MMP7;IGFBP3;HGF;MMP2;BGN;PLA2G4A;FOS;F3;DCN;ACE2;MMRN1;IL1B;CD226;TFF1;SLC27A5;CFTR;NR1I2;TGFA;AEBP1;PTGS2;THBS1;CCL5;NTF3;CCL4;CCL3;HMOX1;CCL2;EGR1;TSLP;TGFB3;LUM;IGF2;IGF1;GRHL2;SELE;SULF2;FOSL1;IL6;PTPRC;CXCL12;ID1;HLA-DPB1;FAS;F2RL2
Malignant Head and Neck Neoplasm	53/470	2.09827475889806e-07	6.40154687218986e-06	53	0.112765957446809	EPO;SERPINE1;TCF21;CXCL1;AREG;ADRA1A;ZFP36;FCGR3A;EDNRB;IL13RA2;SEMA6A;MMP7;MMP2;IL18;CYBB;FOS;ADRA2B;CYP39A1;AR;ZEB2;CEACAM6;RARB;CYP2E1;TLR4;CDH19;ADH1C;ADH1B;ABCB4;GSTP1;KCNA3;TGFA;CXCR6;PTGS2;CYP2C19;SOCS3;CYP2B6;ADAMTS13;RAB25;IGF2;LILRB1;IGF1;PTPN13;SELP;CYP2C9;IL6;PTPRC;CXCL12;AXL;NAT2;GSTA2;CYP1A1;FOSB;FGFR2
Ischemia of kidney	20/99	2.17687277926112e-07	6.61283499210739e-06	20	0.202020202020202	CRP;EGR1;PTGIS;BGN;IL18;SELE;CYR61;IL6;PTPRC;SELL;IL1B;CCL5;CTH;CCL3;HMOX1;CCL2;LCP2;TLR4;ATF3;EPHA2
Uterine Fibroids	43/349	2.68776357094471e-07	8.12991049365241e-06	43	0.123209169054441	ECM1;EPO;SERPINE1;DPT;SPINT2;PTGS2;RXFP1;CXCL14;CYR61;GHR;EDNRB;CYP2B6;HSD17B2;CD38;CCL2;WASF3;EGR1;PDGFRA;EGR2;SDS;TGFB3;IGFBP3;MMP2;IGF2;IL18;IGF1;FOS;F3;ESR1;AR;SFRP1;NCOR1;NR4A3;SLC7A8;MMRN1;IL1B;RBP1;CYP1A1;SARDH;FAS;SHBG;ATF3;ENG
Spontaneous abortion	24/138	2.70763517085475e-07	8.15516669757868e-06	24	0.173913043478261	CD163;ECM1;ECM2;MMP7;PTGIS;IGFBP3;SERPINE1;IL24;IGF2;IGF1;AR;ACE2;IL6;CD8A;CEACAM6;IL1B;AGTR1;CYP1A1;FETUB;CD226;NCAM1;IGFBP6;CD69;MBL2
Hodgkin Disease	62/592	2.81973835566559e-07	8.4568254582208e-06	62	0.10472972972973	CLSTN2;EPO;COL14A1;CD80;HBB;GPT;FCGR3A;MYC;IL13RA2;EPHB1;RAG1;EOMES;PDGFRA;LAG3;HGF;MMP2;IL18;FOS;PDCD1LG2;CBFA2T3;GEM;AR;IRF4;IL1B;HCLS1;MS4A1;EPHA3;CRP;CSF1R;CD274;BCL2A1;GSTP1;GATA3;PTGS2;KLRK1;CCL5;HMOX1;S100A12;TNFRSF17;CCL2;NGFR;EGR1;CD163;SH2D1A;B3GAT1;GZMB;KLF4;CYP2C9;GJB2;KRT19;IL6;PTPRC;CXCL12;SELL;POU2AF1;IL2RB;HLA-DPB1;FAS;ALLC;IL7R;SIGLEC7;FGFR2
Abortion, Tubal	21/110	2.98581671255801e-07	8.91713531286312e-06	21	0.190909090909091	CD163;ECM1;ECM2;MMP7;PTGIS;IGFBP3;IL24;IGF2;IGF1;ACE2;IL6;CD8A;CEACAM6;IL1B;AGTR1;CYP1A1;FETUB;CD226;NCAM1;IGFBP6;CD69
Chronic kidney disease stage 5	46/388	3.20603762711299e-07	9.53459425407803e-06	46	0.118556701030928	CCL14;CRP;EPO;SERPINE1;LCAT;SLC3A1;GATA3;PTGS2;CYP2C19;CYP3A4;CNDP1;HSD11B1;ZFP36;FCGR3A;C6;CYP2B6;ADAMTS13;KLRK1;CPT2;CCL5;HMOX1;CCL2;FGF23;MBL2;CCR1;GCKR;GALNT3;SEMA6D;MMP2;PLA2G2A;B3GAT1;CYBB;IGF1;F3;ESR1;SELE;IL6;NAT2;IL1B;COL4A4;AGTR1;CYP1A1;PLP1;LPA;HAMP;KLKB1
Diarrhea	41/329	3.74473251435126e-07	1.10900488437566e-05	41	0.124620060790274	CDA;IGHM;ABCB4;TREH;SERPINE1;AKR1D1;NR1I2;NPR3;GPT;TNFRSF11B;IKZF1;SPINT2;CLDN2;ANTXR2;PTGS2;CYP3A4;THBS1;NR3C2;CD79A;IL1RL1;CYP2B6;LEPR;MLYCD;CD14;RAG1;MBL2;NAPSA;MME;CYP7B1;IL6;CYP2A6;PTPRC;NR4A3;AIM2;IL1B;CYP1A2;SAA1;IL7R;CFTR;UGT2B7;ABCG2
